Rank	 Gene_Name	 Estimated_Lhat	 BF	 L2-norm	 Nmiss
1298	 G1861	 0	 3.442298e-21	 2.610992e+03	 0
1299	 G4563	 0	 3.461549e-21	 2.608266e+03	 0
1300	 G2605	 0	 3.471313e-21	 2.606335e+03	 0
1301	 G322	 0	 3.482055e-21	 2.612040e+03	 0
1302	 G12584	 0	 3.491848e-21	 2.604334e+03	 0
1303	 G8208	 0	 3.498703e-21	 2.619535e+03	 0
1304	 G17744	 0	 3.521362e-21	 2.612377e+03	 0
1305	 G3803	 0	 3.526628e-21	 2.603735e+03	 0
1306	 G796	 0	 3.530419e-21	 2.602646e+03	 0
1307	 G13836	 0	 3.542054e-21	 2.601699e+03	 0
1308	 G8013	 0	 3.576615e-21	 2.602841e+03	 0
1309	 G2903	 0	 3.631140e-21	 2.637057e+03	 0
1310	 G19084	 0	 3.633925e-21	 2.598750e+03	 0
1311	 G20215	 0	 3.636252e-21	 2.605708e+03	 0
1312	 G21797	 0	 3.653432e-21	 2.607270e+03	 0
1313	 G2953	 0	 3.667440e-21	 2.614542e+03	 0
1314	 G1672	 0	 3.670169e-21	 2.600205e+03	 0
1315	 G12482	 0	 3.689325e-21	 2.599133e+03	 0
1316	 G6754	 0	 3.691151e-21	 2.598802e+03	 0
1317	 G11048	 0	 3.693884e-21	 2.609559e+03	 0
1318	 G6773	 0	 3.731406e-21	 2.597153e+03	 0
1319	 G21972	 0	 3.736177e-21	 2.605261e+03	 0
1320	 G13650	 0	 3.760934e-21	 2.632525e+03	 0
1321	 G15045	 0	 3.765831e-21	 2.627091e+03	 0
1322	 G11968	 0	 3.770040e-21	 2.596673e+03	 0
1323	 G26	 0	 3.773478e-21	 2.597725e+03	 0
1324	 G13808	 0	 3.811747e-21	 2.627999e+03	 0
1325	 G9078	 0	 3.821249e-21	 2.598940e+03	 0
1326	 G15410	 0	 3.829347e-21	 2.602313e+03	 0
1327	 G6675	 0	 3.842147e-21	 2.592485e+03	 0
1328	 G7760	 0	 3.867333e-21	 2.606579e+03	 0
1329	 G14441	 0	 3.868653e-21	 2.643251e+03	 0
1330	 G190	 0	 3.900668e-21	 2.616705e+03	 0
1331	 G6609	 0	 3.909180e-21	 2.597132e+03	 0
1332	 G13625	 0	 3.951887e-21	 2.595923e+03	 0
1333	 G20597	 0	 3.953468e-21	 2.641487e+03	 0
1334	 G16903	 0	 3.974237e-21	 2.591124e+03	 0
1335	 G11687	 0	 3.990802e-21	 2.745486e+03	 0
1336	 G14	 0	 4.010598e-21	 2.591080e+03	 0
1337	 G7922	 0	 4.012181e-21	 2.591393e+03	 0
1338	 G10872	 0	 4.037395e-21	 2.598439e+03	 0
1339	 G19235	 0	 4.047953e-21	 2.592300e+03	 0
1340	 G182	 0	 4.054667e-21	 2.607023e+03	 0
1341	 G15657	 0	 4.058623e-21	 2.600197e+03	 0
1342	 G11805	 0	 4.087118e-21	 2.593225e+03	 0
1343	 G475	 0	 4.136186e-21	 2.602553e+03	 0
1344	 G12376	 0	 4.136427e-21	 2.608327e+03	 0
1345	 G528	 0	 4.163650e-21	 2.585978e+03	 0
1346	 G19146	 0	 4.164344e-21	 2.610389e+03	 0
1347	 G14457	 0	 4.180239e-21	 2.589572e+03	 0
1348	 G7249	 0	 4.180722e-21	 2.593496e+03	 0
1349	 G3034	 0	 4.186401e-21	 2.639559e+03	 0
1350	 G20231	 0	 4.250915e-21	 2.586738e+03	 0
1351	 G1414	 0	 4.295380e-21	 2.595843e+03	 0
1352	 G13205	 0	 4.337814e-21	 2.580683e+03	 0
1353	 G19159	 0	 4.388908e-21	 2.581802e+03	 0
1354	 G17250	 0	 4.406430e-21	 2.590418e+03	 0
1355	 G14910	 0	 4.415155e-21	 2.592450e+03	 0
1356	 G12728	 0	 4.431997e-21	 2.578315e+03	 0
1357	 G5070	 0	 4.456778e-21	 2.590801e+03	 0
1358	 G1606	 0	 4.458608e-21	 2.599568e+03	 0
1359	 G16978	 0	 4.466065e-21	 2.579268e+03	 0
1360	 G13337	 0	 4.466834e-21	 2.583179e+03	 0
1361	 G8248	 0	 4.496780e-21	 2.578773e+03	 0
1362	 G7252	 0	 4.501368e-21	 2.590600e+03	 0
1363	 G3232	 0	 4.514790e-21	 2.615780e+03	 0
1364	 G13344	 0	 4.546368e-21	 2.579719e+03	 0
1365	 G8560	 0	 4.557753e-21	 2.602645e+03	 0
1366	 G17015	 0	 4.576681e-21	 2.581215e+03	 0
1367	 G19134	 0	 4.581024e-21	 2.610244e+03	 0
1368	 G14492	 0	 4.653632e-21	 2.576920e+03	 0
1369	 G20111	 0	 4.672033e-21	 2.583685e+03	 0
1370	 G19020	 0	 4.712974e-21	 2.663317e+03	 0
1371	 G19379	 0	 4.718768e-21	 2.593510e+03	 0
1372	 G21351	 0	 4.737197e-21	 2.655786e+03	 0
1373	 G14360	 0	 4.743929e-21	 2.580008e+03	 0
1374	 G6602	 0	 4.748672e-21	 2.577205e+03	 0
1375	 G7934	 0	 4.787845e-21	 2.575600e+03	 0
1376	 G21763	 0	 4.897262e-21	 2.570915e+03	 0
1377	 G16701	 0	 4.904372e-21	 2.574435e+03	 0
1378	 G220	 0	 4.905498e-21	 2.605300e+03	 0
1379	 G8346	 0	 4.922237e-21	 2.573153e+03	 0
1380	 G12874	 0	 4.938606e-21	 2.580214e+03	 0
1381	 G7862	 0	 4.964879e-21	 2.569846e+03	 0
1382	 G15024	 0	 4.972504e-21	 2.567301e+03	 0
1383	 G635	 0	 5.023793e-21	 2.592675e+03	 0
1384	 G21564	 0	 5.049919e-21	 2.573667e+03	 0
1385	 G3079	 0	 5.122248e-21	 2.591106e+03	 0
1386	 G15284	 0	 5.127522e-21	 2.575347e+03	 0
1387	 G3589	 0	 5.136829e-21	 2.569572e+03	 0
1388	 G1031	 0	 5.169998e-21	 2.605623e+03	 0
1389	 G3880	 0	 5.181725e-21	 2.692758e+03	 0
1390	 G2359	 0	 5.198661e-21	 2.569297e+03	 0
1391	 G11092	 0	 5.249395e-21	 2.566966e+03	 0
1392	 G10852	 0	 5.252061e-21	 2.568345e+03	 0
1393	 G7253	 0	 5.255232e-21	 2.568187e+03	 0
1394	 G18442	 0	 5.268796e-21	 2.568676e+03	 0
1395	 G11290	 0	 5.269181e-21	 2.566784e+03	 0
1396	 G22050	 0	 5.276285e-21	 2.584168e+03	 0
1397	 G7646	 0	 5.279627e-21	 2.564296e+03	 0
1398	 G399	 0	 5.321040e-21	 2.567583e+03	 0
1399	 G8079	 0	 5.327450e-21	 2.564537e+03	 0
1400	 G7880	 0	 5.346608e-21	 2.600800e+03	 0
1401	 G1904	 0	 5.348462e-21	 2.559566e+03	 0
1402	 G12829	 0	 5.422901e-21	 2.558786e+03	 0
1403	 G14659	 0	 5.444040e-21	 2.565569e+03	 0
1404	 G12444	 0	 5.450665e-21	 2.566848e+03	 0
1405	 G10983	 0	 5.478002e-21	 2.576150e+03	 0
1406	 G9786	 0	 5.532186e-21	 2.559171e+03	 0
1407	 G3162	 0	 5.545861e-21	 2.554965e+03	 0
1408	 G9137	 0	 5.616908e-21	 2.585975e+03	 0
1409	 G12418	 0	 5.635941e-21	 2.556897e+03	 0
1410	 G15539	 0	 5.637177e-21	 2.578760e+03	 0
1411	 G6652	 0	 5.673943e-21	 2.569733e+03	 0
1412	 G757	 0	 5.695150e-21	 2.589921e+03	 0
1413	 G346	 0	 5.724148e-21	 2.608653e+03	 0
1414	 G15550	 0	 5.815553e-21	 2.556121e+03	 0
1415	 G4	 0	 5.822684e-21	 2.562574e+03	 0
1416	 G20110	 0	 5.824828e-21	 2.589331e+03	 0
1417	 G22347	 0	 5.859093e-21	 2.551730e+03	 0
1418	 G336	 0	 5.869030e-21	 2.550886e+03	 0
1419	 G1119	 0	 5.880966e-21	 2.556736e+03	 0
1420	 G14267	 0	 5.896883e-21	 2.567452e+03	 0
1421	 G13578	 0	 5.912886e-21	 2.557175e+03	 0
1422	 G14019	 0	 5.922822e-21	 2.554648e+03	 0
1423	 G16707	 0	 5.960447e-21	 2.557026e+03	 0
1424	 G15466	 0	 5.987563e-21	 2.573696e+03	 0
1425	 G8903	 0	 5.998109e-21	 2.546938e+03	 0
1426	 G21292	 0	 6.028141e-21	 2.547643e+03	 0
1427	 G1274	 0	 6.035978e-21	 2.554539e+03	 0
1428	 G18073	 0	 6.038995e-21	 2.552138e+03	 0
1429	 G10931	 0	 6.087457e-21	 2.548990e+03	 0
1430	 G762	 0	 6.125908e-21	 2.551783e+03	 0
1431	 G21097	 0	 6.139345e-21	 2.548651e+03	 0
1432	 G8869	 0	 6.144242e-21	 2.566066e+03	 0
1433	 G3104	 0	 6.191945e-21	 2.549219e+03	 0
1434	 G7410	 0	 6.266289e-21	 2.547290e+03	 0
1435	 G8034	 0	 6.310568e-21	 2.570520e+03	 0
1436	 G6636	 0	 6.314506e-21	 2.561606e+03	 0
1437	 G12160	 0	 6.330733e-21	 2.552285e+03	 0
1438	 G6677	 0	 6.362121e-21	 2.552470e+03	 0
1439	 G3729	 0	 6.470649e-21	 2.546863e+03	 0
1440	 G3026	 0	 6.481628e-21	 2.552350e+03	 0
1441	 G20115	 0	 6.496517e-21	 2.588996e+03	 0
1442	 G14136	 0	 6.505916e-21	 2.540005e+03	 0
1443	 G660	 0	 6.507575e-21	 2.553451e+03	 0
1444	 G4153	 0	 6.524379e-21	 2.563102e+03	 0
1445	 G21196	 0	 6.533915e-21	 2.607374e+03	 0
1446	 G20196	 0	 6.545369e-21	 2.545087e+03	 0
1447	 G203	 0	 6.552409e-21	 2.563109e+03	 0
1448	 G20095	 0	 6.596233e-21	 2.543897e+03	 0
1449	 G18957	 0	 6.630162e-21	 2.538924e+03	 0
1450	 G5062	 0	 6.643242e-21	 2.540973e+03	 0
1451	 G15272	 0	 6.654515e-21	 2.542831e+03	 0
1452	 G5746	 0	 6.689393e-21	 2.703515e+03	 0
1453	 G13601	 0	 6.696498e-21	 2.543968e+03	 0
1454	 G8790	 0	 6.753571e-21	 2.546949e+03	 0
1455	 G19271	 0	 6.875564e-21	 2.576353e+03	 0
1456	 G2859	 0	 7.047372e-21	 2.531968e+03	 0
1457	 G817	 0	 7.048319e-21	 2.532823e+03	 0
1458	 G21640	 0	 7.050174e-21	 2.540096e+03	 0
1459	 G1329	 0	 7.063444e-21	 2.556422e+03	 0
1460	 G4669	 0	 7.084120e-21	 2.533238e+03	 0
1461	 G16680	 0	 7.134003e-21	 2.628933e+03	 0
1462	 G3876	 0	 7.149877e-21	 2.532774e+03	 0
1463	 G2657	 0	 7.358417e-21	 2.538105e+03	 0
1464	 G18	 0	 7.359577e-21	 2.538830e+03	 0
1465	 G14788	 0	 7.380287e-21	 2.531795e+03	 0
1466	 G10871	 0	 7.428618e-21	 2.527250e+03	 0
1467	 G424	 0	 7.481331e-21	 2.529718e+03	 0
1468	 G1221	 0	 7.520866e-21	 2.546512e+03	 0
1469	 G12277	 0	 7.672305e-21	 2.523333e+03	 0
1470	 G13992	 0	 7.756303e-21	 2.540716e+03	 0
1471	 G7530	 0	 7.757607e-21	 2.524004e+03	 0
1472	 G7848	 0	 7.782919e-21	 2.559126e+03	 0
1473	 G8656	 0	 7.832878e-21	 2.523364e+03	 0
1474	 G17814	 0	 7.877947e-21	 2.527464e+03	 0
1475	 G13210	 0	 7.882621e-21	 2.524307e+03	 0
1476	 G801	 0	 7.890300e-21	 2.522569e+03	 0
1477	 G13648	 0	 7.905504e-21	 2.545715e+03	 0
1478	 G15709	 0	 7.928566e-21	 2.524768e+03	 0
1479	 G7382	 0	 7.937932e-21	 2.536600e+03	 0
1480	 G246	 0	 7.938032e-21	 2.524861e+03	 0
1481	 G8513	 0	 7.955368e-21	 2.548975e+03	 0
1482	 G8905	 0	 7.971627e-21	 2.521286e+03	 0
1483	 G611	 0	 7.975888e-21	 2.532419e+03	 0
1484	 G15223	 0	 7.987402e-21	 2.523642e+03	 0
1485	 G17804	 0	 7.990622e-21	 2.529453e+03	 0
1486	 G1026	 0	 8.042014e-21	 2.538038e+03	 0
1487	 G2141	 0	 8.042887e-21	 2.519091e+03	 0
1488	 G21840	 0	 8.071588e-21	 2.524651e+03	 0
1489	 G17952	 0	 8.085917e-21	 2.517896e+03	 0
1490	 G4816	 0	 8.148621e-21	 2.520302e+03	 0
1491	 G807	 0	 8.184125e-21	 2.526977e+03	 0
1492	 G16884	 0	 8.214038e-21	 2.514922e+03	 0
1493	 G16443	 0	 8.231542e-21	 2.521544e+03	 0
1494	 G4804	 0	 8.293891e-21	 2.621712e+03	 0
1495	 G616	 0	 8.312072e-21	 2.516315e+03	 0
1496	 G12619	 0	 8.318804e-21	 2.518484e+03	 0
1497	 G826	 0	 8.322815e-21	 2.519878e+03	 0
1498	 G12946	 0	 8.334373e-21	 2.515913e+03	 0
1499	 G19242	 0	 8.381410e-21	 2.546516e+03	 0
1500	 G995	 0	 8.386561e-21	 2.554148e+03	 0
1501	 G3294	 0	 8.455361e-21	 2.530883e+03	 0
1502	 G12405	 0	 8.459972e-21	 2.520273e+03	 0
1503	 G14394	 0	 8.504309e-21	 2.515545e+03	 0
1504	 G15125	 0	 8.515891e-21	 2.536332e+03	 0
1505	 G808	 0	 8.518418e-21	 2.516441e+03	 0
1506	 G21653	 0	 8.554277e-21	 2.514799e+03	 0
1507	 G8399	 0	 8.564796e-21	 2.525739e+03	 0
1508	 G15207	 0	 8.576115e-21	 2.513557e+03	 0
1509	 G675	 0	 8.578618e-21	 2.524196e+03	 0
1510	 G6381	 0	 8.636565e-21	 2.513953e+03	 0
1511	 G6798	 0	 8.687625e-21	 2.537032e+03	 0
1512	 G2057	 0	 8.700927e-21	 2.520948e+03	 0
1513	 G12411	 0	 8.752039e-21	 2.528157e+03	 0
1514	 G15217	 0	 8.795805e-21	 2.509583e+03	 0
1515	 G20107	 0	 8.813070e-21	 2.507552e+03	 0
1516	 G13637	 0	 8.813839e-21	 2.534690e+03	 0
1517	 G1052	 0	 8.903403e-21	 2.514626e+03	 0
1518	 G1724	 0	 8.958332e-21	 2.564548e+03	 0
1519	 G15575	 0	 9.022074e-21	 2.522364e+03	 0
1520	 G1333	 0	 9.130973e-21	 2.515041e+03	 0
1521	 G15526	 0	 9.185068e-21	 2.505451e+03	 0
1522	 G9213	 0	 9.201778e-21	 2.509645e+03	 0
1523	 G10153	 0	 9.231345e-21	 2.545693e+03	 0
1524	 G4132	 0	 9.232628e-21	 2.510739e+03	 0
1525	 G7904	 0	 9.366018e-21	 2.512260e+03	 0
1526	 G1666	 0	 9.371034e-21	 2.556211e+03	 0
1527	 G8092	 0	 9.473535e-21	 2.508705e+03	 0
1528	 G1384	 0	 9.504532e-21	 2.517566e+03	 0
1529	 G8975	 0	 9.667536e-21	 2.515717e+03	 0
1530	 G21270	 0	 9.692626e-21	 2.504720e+03	 0
1531	 G16932	 0	 9.722989e-21	 2.530021e+03	 0
1532	 G6166	 0	 9.779586e-21	 2.507397e+03	 0
1533	 G15903	 0	 9.797593e-21	 2.501494e+03	 0
1534	 G17251	 0	 9.803538e-21	 2.503143e+03	 0
1535	 G414	 0	 9.835924e-21	 2.518616e+03	 0
1536	 G4809	 0	 9.918743e-21	 2.580942e+03	 0
1537	 G4419	 0	 9.973163e-21	 2.510321e+03	 0
1538	 G21731	 0	 1.000131e-20	 2.535814e+03	 0
1539	 G2554	 0	 1.013720e-20	 2.494822e+03	 0
1540	 G20923	 0	 1.014088e-20	 2.539765e+03	 0
1541	 G84	 0	 1.015236e-20	 2.497767e+03	 0
1542	 G16380	 0	 1.015276e-20	 2.506421e+03	 0
1543	 G1208	 0	 1.017179e-20	 2.504839e+03	 0
1544	 G6082	 0	 1.022757e-20	 2.502689e+03	 0
1545	 G1991	 0	 1.028851e-20	 2.494692e+03	 0
1546	 G15065	 0	 1.032542e-20	 2.513520e+03	 0
1547	 G15918	 0	 1.032751e-20	 2.501992e+03	 0
1548	 G22212	 0	 1.033592e-20	 2.502870e+03	 0
1549	 G6627	 0	 1.034902e-20	 2.507625e+03	 0
1550	 G11915	 0	 1.041958e-20	 2.496421e+03	 0
1551	 G16639	 0	 1.048414e-20	 2.510863e+03	 0
1552	 G16595	 0	 1.049075e-20	 2.498507e+03	 0
1553	 G12387	 0	 1.053317e-20	 2.496259e+03	 0
1554	 G13804	 0	 1.060451e-20	 2.503525e+03	 0
1555	 G1032	 0	 1.062757e-20	 2.539978e+03	 0
1556	 G13397	 0	 1.067753e-20	 2.506757e+03	 0
1557	 G1237	 0	 1.068876e-20	 2.508395e+03	 0
1558	 G11659	 0	 1.075929e-20	 2.513160e+03	 0
1559	 G11613	 0	 1.084360e-20	 2.510267e+03	 0
1560	 G12307	 0	 1.086636e-20	 2.492107e+03	 0
1561	 G20747	 0	 1.088067e-20	 2.489732e+03	 0
1562	 G8815	 0	 1.095157e-20	 2.492273e+03	 0
1563	 G16417	 0	 1.096044e-20	 2.489785e+03	 0
1564	 G6774	 0	 1.099956e-20	 2.501897e+03	 0
1565	 G3467	 0	 1.106654e-20	 2.522910e+03	 0
1566	 G15235	 0	 1.109719e-20	 2.500948e+03	 0
1567	 G6772	 0	 1.113987e-20	 2.489627e+03	 0
1568	 G2243	 0	 1.116152e-20	 2.488531e+03	 0
1569	 G12740	 0	 1.118614e-20	 2.490326e+03	 0
1570	 G21645	 0	 1.119373e-20	 2.496476e+03	 0
1571	 G887	 0	 1.124126e-20	 2.487555e+03	 0
1572	 G7040	 0	 1.131995e-20	 2.491876e+03	 0
1573	 G1095	 0	 1.133900e-20	 2.490380e+03	 0
1574	 G14067	 0	 1.151405e-20	 2.484209e+03	 0
1575	 G3049	 0	 1.152145e-20	 2.503126e+03	 0
1576	 G17222	 0	 1.155891e-20	 2.514661e+03	 0
1577	 G8501	 0	 1.159598e-20	 2.521129e+03	 0
1578	 G4397	 0	 1.161415e-20	 2.496342e+03	 0
1579	 G19321	 0	 1.175941e-20	 2.595471e+03	 0
1580	 G11140	 0	 1.179751e-20	 2.486717e+03	 0
1581	 G2341	 0	 1.180395e-20	 2.484379e+03	 0
1582	 G1697	 0	 1.185473e-20	 2.490418e+03	 0
1583	 G1659	 0	 1.195015e-20	 2.478189e+03	 0
1584	 G7681	 0	 1.195148e-20	 2.478506e+03	 0
1585	 G1953	 0	 1.198101e-20	 2.497239e+03	 0
1586	 G582	 0	 1.210599e-20	 2.513768e+03	 0
1587	 G1385	 0	 1.213135e-20	 2.507017e+03	 0
1588	 G20880	 0	 1.218397e-20	 2.486239e+03	 0
1589	 G11025	 0	 1.219222e-20	 2.478470e+03	 0
1590	 G11463	 0	 1.219540e-20	 2.497065e+03	 0
1591	 G785	 0	 1.223386e-20	 2.492564e+03	 0
1592	 G572	 0	 1.229166e-20	 2.478863e+03	 0
1593	 G13583	 0	 1.233828e-20	 2.500870e+03	 0
1594	 G1171	 0	 1.237521e-20	 2.495327e+03	 0
1595	 G12417	 0	 1.246307e-20	 2.488044e+03	 0
1596	 G8362	 0	 1.251130e-20	 2.536891e+03	 0
1597	 G7436	 0	 1.257155e-20	 2.489892e+03	 0
1598	 G21559	 0	 1.260759e-20	 2.482374e+03	 0
1599	 G2446	 0	 1.264125e-20	 2.498903e+03	 0
1600	 G1943	 0	 1.266823e-20	 2.513986e+03	 0
1601	 G7949	 0	 1.269987e-20	 2.570030e+03	 0
1602	 G6959	 0	 1.275090e-20	 2.471674e+03	 0
1603	 G6018	 0	 1.277092e-20	 2.483285e+03	 0
1604	 G15253	 0	 1.285858e-20	 2.503655e+03	 0
1605	 G2284	 0	 1.288681e-20	 2.488961e+03	 0
1606	 G8338	 0	 1.294583e-20	 2.489635e+03	 0
1607	 G15273	 0	 1.294927e-20	 2.483726e+03	 0
1608	 G21791	 0	 1.296570e-20	 2.471857e+03	 0
1609	 G2	 0	 1.301263e-20	 2.496931e+03	 0
1610	 G2094	 0	 1.302135e-20	 2.470166e+03	 0
1611	 G19184	 0	 1.311607e-20	 2.473567e+03	 0
1612	 G16553	 0	 1.323677e-20	 2.517941e+03	 0
1613	 G21245	 0	 1.344112e-20	 2.470388e+03	 0
1614	 G15910	 0	 1.352854e-20	 2.499532e+03	 0
1615	 G14926	 0	 1.355442e-20	 2.511323e+03	 0
1616	 G6910	 0	 1.359336e-20	 2.469826e+03	 0
1617	 G200	 0	 1.364319e-20	 2.476246e+03	 0
1618	 G1100	 0	 1.369443e-20	 2.501423e+03	 0
1619	 G6682	 0	 1.378257e-20	 2.469075e+03	 0
1620	 G11141	 0	 1.380615e-20	 2.468859e+03	 0
1621	 G1671	 0	 1.383203e-20	 2.488235e+03	 0
1622	 G716	 0	 1.384864e-20	 2.463967e+03	 0
1623	 G18707	 0	 1.385339e-20	 2.489212e+03	 0
1624	 G14853	 0	 1.388158e-20	 2.472863e+03	 0
1625	 G798	 0	 1.388782e-20	 2.519724e+03	 0
1626	 G824	 0	 1.391782e-20	 2.465467e+03	 0
1627	 G21843	 0	 1.394247e-20	 2.473238e+03	 0
1628	 G658	 0	 1.399225e-20	 2.469411e+03	 0
1629	 G2447	 0	 1.401524e-20	 2.484249e+03	 0
1630	 G138	 0	 1.407948e-20	 2.473764e+03	 0
1631	 G725	 0	 1.407969e-20	 2.476644e+03	 0
1632	 G9	 0	 1.412967e-20	 2.462966e+03	 0
1633	 G7905	 0	 1.418309e-20	 2.461084e+03	 0
1634	 G15863	 0	 1.437784e-20	 2.486195e+03	 0
1635	 G676	 0	 1.439931e-20	 2.469344e+03	 0
1636	 G1187	 0	 1.440366e-20	 2.539488e+03	 0
1637	 G21405	 0	 1.447082e-20	 2.463425e+03	 0
1638	 G253	 0	 1.448980e-20	 2.463402e+03	 0
1639	 G7516	 0	 1.453728e-20	 2.492260e+03	 0
1640	 G16645	 0	 1.455471e-20	 2.462468e+03	 0
1641	 G20722	 0	 1.464250e-20	 2.596590e+03	 0
1642	 G80	 0	 1.465210e-20	 2.466740e+03	 0
1643	 G3997	 0	 1.476464e-20	 2.554063e+03	 0
1644	 G7891	 0	 1.480297e-20	 2.473491e+03	 0
1645	 G16355	 0	 1.487070e-20	 2.461682e+03	 0
1646	 G1257	 0	 1.488193e-20	 2.542683e+03	 0
1647	 G697	 0	 1.490051e-20	 2.470159e+03	 0
1648	 G7302	 0	 1.517546e-20	 2.458027e+03	 0
1649	 G297	 0	 1.520959e-20	 2.460585e+03	 0
1650	 G152	 0	 1.526350e-20	 2.468714e+03	 0
1651	 G7245	 0	 1.530448e-20	 2.458867e+03	 0
1652	 G1166	 0	 1.533242e-20	 2.473533e+03	 0
1653	 G9667	 0	 1.539536e-20	 2.459474e+03	 0
1654	 G14018	 0	 1.543564e-20	 2.456192e+03	 0
1655	 G7248	 0	 1.547832e-20	 2.454581e+03	 0
1656	 G10629	 0	 1.552484e-20	 2.483514e+03	 0
1657	 G6771	 0	 1.568746e-20	 2.460410e+03	 0
1658	 G22578	 0	 1.571768e-20	 2.452014e+03	 0
1659	 G12342	 0	 1.577440e-20	 2.452044e+03	 0
1660	 G1675	 0	 1.577767e-20	 2.450347e+03	 0
1661	 G576	 0	 1.587779e-20	 2.452298e+03	 0
1662	 G19764	 0	 1.597750e-20	 2.563293e+03	 0
1663	 G5724	 0	 1.608078e-20	 2.465963e+03	 0
1664	 G37	 0	 1.617757e-20	 2.449035e+03	 0
1665	 G21232	 0	 1.631651e-20	 2.450827e+03	 0
1666	 G86	 0	 1.635070e-20	 2.447775e+03	 0
1667	 G18803	 0	 1.638178e-20	 2.451393e+03	 0
1668	 G10333	 0	 1.639513e-20	 2.452486e+03	 0
1669	 G2852	 0	 1.651591e-20	 2.452070e+03	 0
1670	 G15947	 0	 1.666558e-20	 2.455601e+03	 0
1671	 G8550	 0	 1.671803e-20	 2.447727e+03	 0
1672	 G2899	 0	 1.682473e-20	 2.449163e+03	 0
1673	 G8572	 0	 1.686730e-20	 2.444702e+03	 0
1674	 G15411	 0	 1.692212e-20	 2.455041e+03	 0
1675	 G6648	 0	 1.694370e-20	 2.452579e+03	 0
1676	 G859	 0	 1.721730e-20	 2.446623e+03	 0
1677	 G21654	 0	 1.738743e-20	 2.530600e+03	 0
1678	 G990	 0	 1.744120e-20	 2.482424e+03	 0
1679	 G13165	 0	 1.744778e-20	 2.444585e+03	 0
1680	 G17156	 0	 1.744904e-20	 2.446052e+03	 0
1681	 G2032	 0	 1.749054e-20	 2.442447e+03	 0
1682	 G1147	 0	 1.751542e-20	 2.482003e+03	 0
1683	 G21237	 0	 1.754317e-20	 2.446437e+03	 0
1684	 G16242	 0	 1.763926e-20	 2.463705e+03	 0
1685	 G17021	 0	 1.764961e-20	 2.456924e+03	 0
1686	 G6996	 0	 1.770524e-20	 2.445744e+03	 0
1687	 G21	 0	 1.783312e-20	 2.444239e+03	 0
1688	 G8187	 0	 1.783548e-20	 2.439502e+03	 0
1689	 G8563	 0	 1.792818e-20	 2.439391e+03	 0
1690	 G16638	 0	 1.807252e-20	 2.445585e+03	 0
1691	 G19119	 0	 1.817645e-20	 2.438826e+03	 0
1692	 G12750	 0	 1.818298e-20	 2.443138e+03	 0
1693	 G16240	 0	 1.829643e-20	 2.481916e+03	 0
1694	 G825	 0	 1.844149e-20	 2.437837e+03	 0
1695	 G8342	 0	 1.845564e-20	 2.440911e+03	 0
1696	 G14370	 0	 1.848620e-20	 2.434352e+03	 0
1697	 G9975	 0	 1.852089e-20	 2.437875e+03	 0
1698	 G15369	 0	 1.855410e-20	 2.483683e+03	 0
1699	 G19150	 0	 1.858345e-20	 2.438180e+03	 0
1700	 G12361	 0	 1.863172e-20	 2.435543e+03	 0
1701	 G12380	 0	 1.864467e-20	 2.437503e+03	 0
1702	 G21841	 0	 1.892766e-20	 2.451122e+03	 0
1703	 G20502	 0	 1.896585e-20	 2.445957e+03	 0
1704	 G14282	 0	 1.904379e-20	 2.449595e+03	 0
1705	 G7264	 0	 1.906706e-20	 2.443148e+03	 0
1706	 G8450	 0	 1.909991e-20	 2.443197e+03	 0
1707	 G17479	 0	 1.911753e-20	 2.476358e+03	 0
1708	 G8018	 0	 1.913642e-20	 2.437139e+03	 0
1709	 G17735	 0	 1.929040e-20	 2.455904e+03	 0
1710	 G8963	 0	 1.930230e-20	 2.449447e+03	 0
1711	 G9337	 0	 1.944988e-20	 2.443764e+03	 0
1712	 G1123	 0	 1.958037e-20	 2.431677e+03	 0
1713	 G6638	 0	 1.969617e-20	 2.440381e+03	 0
1714	 G15283	 0	 1.973797e-20	 2.447719e+03	 0
1715	 G13151	 0	 1.990583e-20	 2.428451e+03	 0
1716	 G19185	 0	 1.991479e-20	 2.490044e+03	 0
1717	 G16755	 0	 1.992314e-20	 2.437049e+03	 0
1718	 G16465	 0	 1.993217e-20	 2.435238e+03	 0
1719	 G13581	 0	 1.998855e-20	 2.460973e+03	 0
1720	 G2055	 0	 1.999338e-20	 2.450108e+03	 0
1721	 G3217	 0	 2.018281e-20	 2.426402e+03	 0
1722	 G7273	 0	 2.020306e-20	 2.453507e+03	 0
1723	 G15580	 0	 2.021420e-20	 2.439023e+03	 0
1724	 G16271	 0	 2.022118e-20	 2.433203e+03	 0
1725	 G10597	 0	 2.036500e-20	 2.435289e+03	 0
1726	 G3594	 0	 2.039579e-20	 2.432567e+03	 0
1727	 G15203	 0	 2.061298e-20	 2.428365e+03	 0
1728	 G20608	 0	 2.065258e-20	 2.432833e+03	 0
1729	 G4390	 0	 2.075475e-20	 2.427164e+03	 0
1730	 G19349	 0	 2.077556e-20	 2.441438e+03	 0
1731	 G14252	 0	 2.082895e-20	 2.439563e+03	 0
1732	 G515	 0	 2.098269e-20	 2.443922e+03	 0
1733	 G16466	 0	 2.118084e-20	 2.422916e+03	 0
1734	 G212	 0	 2.120395e-20	 2.424965e+03	 0
1735	 G7625	 0	 2.127694e-20	 2.434225e+03	 0
