Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
105	0.8667	-1173	-660.67	1294.4	-1044.3	-573.56	1160.6	-1449	-654.69	293.89	-1128.2	-543.32	1378.5	-1443.7	-675.14	904.03	-1477	-400.92	1223.2	-1013.5	-461.24	1396.6	-1637.3	-416	947.97	-1564.2	-421.98	1138.9	-1286.8	-620.28	785.73	-1519.9	-741.96	296.66	-1206.6	-540.02	492.01	-1462.6	-606.5	167.44	-1298.4	-558.83	423.8	-1155.1	-471.47	1279	-1244.8	-544.36	677.31	-1393.9	-621.32	132.6	-1297.9	-423.54	1275.4	-1534.1	-419.99	980.56	-1627.5	-402.74	1067	-1607.4	-1132.5	138.32	-1188.2	-775.5	1217.7	-1061.4	-671.85	1395.3	-1399.6	-843.36	925.09	-919.37	-801.93	939.47	-921.45	-555.45	1414.7	-788.67	-556.14	1066.2	-835.82	-666.39	989.4	-1222.8	-879.07	787.63	-1714.3	-1109.1	108.94	-1401.2	-1026.7	414.44	-1531.9	-1137.5	25.48	-1517.5	-1102.8	263.12	-1017.6	-751.75	1267.7	-1313.7	-984.02	539.33	-1459.7	-1062.8	27.647	-967.12	-802.37	1182.6	-849.25	-646.28	1082.4	-811.21	-580.58	974.4	-1076.2	-592.89	975.35	-1299.5	-731.3	1162.4
106	0.8750	-1147.9	-640.04	1298.9	-1023.4	-546.7	1162	-1400.5	-614.13	273.61	-1108	-518.27	1380.4	-1419.4	-661.01	909.92	-1456.6	-392.17	1239.5	-993.3	-435.33	1399.4	-1616.3	-398.15	963.31	-1543.5	-412.19	1154.4	-1262.8	-601.13	792.05	-1470.2	-702.09	262.26	-1178.9	-511.08	503.88	-1401.7	-556.06	151.49	-1264.2	-527.89	426.06	-1134.3	-451.02	1284.4	-1221.6	-522	693.25	-1329.7	-567.32	122.55	-1276.4	-408.46	1285.8	-1513.6	-400.58	995.46	-1607.9	-393.04	1083.1	-1603.5	-1128.4	146.21	-1157.7	-755.57	1222.1	-1040.5	-646.02	1395.9	-1372.2	-828.37	926.82	-882.62	-777.15	954.03	-901.34	-529.88	1417.3	-769.35	-525.2	1088	-808	-636.66	1007.6	-1198.3	-858.79	784.77	-1709.9	-1104.9	118.82	-1397.7	-1017.7	421.64	-1531.2	-1136.1	27.3	-1514.3	-1096.3	270.49	-990.87	-719.34	1275.5	-1303.8	-971.28	541.32	-1459.7	-1062.8	27.907	-934.88	-767.61	1195.3	-824.81	-619.5	1099.9	-789.37	-548.26	993.99	-1057.3	-569.92	976.57	-1270.7	-716.65	1165.8
107	0.8833	-1122.9	-617.77	1304.1	-1002.1	-520	1164.5	-1351.1	-573.65	252.55	-1087.3	-492.88	1383.4	-1394.6	-647.58	916.51	-1435.6	-382.9	1251.4	-973.01	-409.07	1402.6	-1591.7	-379.95	972.84	-1521.8	-402.05	1164.5	-1238.6	-581.62	799.16	-1418.4	-661.45	227.94	-1155	-483.95	512.64	-1339.8	-507.78	134.59	-1232.6	-497.3	425.02	-1113.1	-429.18	1288.9	-1200	-499.72	707.38	-1265.3	-516.88	113.45	-1255.4	-392.08	1293.7	-1489.9	-382.29	1005.9	-1586.1	-383.33	1092.7	-1597.2	-1122.2	156.35	-1128.6	-734.68	1227	-1019.5	-620.02	1398.3	-1343.1	-812.94	928.73	-847.69	-754.96	967.9	-880.37	-503.36	1419.5	-751.84	-496.26	1103	-783.39	-608.49	1021.8	-1172.3	-837.29	782.95	-1702.8	-1098.2	132.6	-1390.3	-1006.3	430.22	-1530.2	-1134.2	30.334	-1508.9	-1087.8	281.5	-966.51	-687.19	1282.3	-1290.1	-956.72	544.36	-1459.9	-1062.8	28.08	-906.54	-735.03	1206.6	-803.06	-592.37	1113.3	-770.3	-518.88	1008.3	-1039.7	-544.36	980.12	-1242.2	-701.31	1170.6
108	0.8917	-1098.3	-594.19	1309.1	-980.9	-493.66	1168	-1302	-532.66	231.32	-1066.7	-467.05	1387.2	-1369.2	-634.49	923.61	-1414.8	-373.19	1258.8	-952.56	-382.72	1406	-1564.3	-362.44	976.31	-1499.4	-391.48	1169	-1215.1	-560.74	806.53	-1365.6	-619.41	195.09	-1134.1	-457.6	518.18	-1277.5	-461.94	117.09	-1203.8	-466.27	421.03	-1092.3	-406.12	1292.5	-1179.8	-477.36	718.73	-1200.9	-470.26	105.56	-1235.5	-374.58	1298.9	-1463.3	-363.74	1012	-1562.4	-372.76	1095.6	-1587.4	-1113.2	168.91	-1100.3	-713.1	1232	-998.15	-594.19	1402.3	-1312.9	-797.86	931.15	-815.71	-734.94	979.95	-859.48	-476.76	1422.1	-737.19	-469.65	1110.7	-761.81	-583.53	1031.7	-1144.7	-814.67	782	-1691.9	-1087.8	149.15	-1378.2	-992.34	439.92	-1529.1	-1132	34.927	-1499.8	-1076.1	294.93	-943.63	-656.16	1288.7	-1271.9	-939.65	548.26	-1459.9	-1063	27.994	-881.93	-705.21	1216.3	-784.08	-566.02	1121.9	-753.49	-493.22	1016.5	-1019	-515.76	985.32	-1213.7	-685.11	1175.8
109	0.9000	-1074.5	-570.53	1314.2	-959.67	-468.61	1172.3	-1253.2	-492.01	210.95	-1045.8	-441.14	1391.5	-1344	-621.15	931.33	-1395.5	-362.96	1261.5	-931.67	-356.72	1409.6	-1533.1	-344.94	973.97	-1476.6	-380.38	1167.7	-1192.5	-539.33	813.55	-1312.8	-577.9	165.1	-1115.3	-432.12	520.18	-1215.5	-419.04	100.71	-1177.5	-435.59	414.1	-1072.5	-382.38	1295.3	-1160.9	-455.09	726.97	-1137.7	-426.92	99.234	-1216.7	-355.94	1301.7	-1434.3	-343.98	1013.9	-1536.8	-361.06	1091.5	-1573.6	-1100.8	183.04	-1073	-691.09	1237.4	-976.57	-568.28	1407	-1282.3	-783.13	934.53	-787.89	-717.87	990.52	-838.42	-450.15	1425.6	-723.93	-444.08	1114	-742.65	-561.43	1036.9	-1115.6	-791.27	781.65	-1676.8	-1072.8	168.48	-1360.5	-975.79	449.46	-1528.7	-1129.4	41.254	-1485.4	-1061.5	308.45	-921.19	-627.65	1294.7	-1249.4	-919.97	552.24	-1460.4	-1062.8	27.127	-858.61	-678.78	1225	-767.01	-541.15	1126	-738.15	-471.82	1018.2	-996.16	-495.22	989.31	-1185.3	-667.69	1180.9
110	0.9083	-1051.4	-546.61	1319.3	-938.26	-443.91	1176.6	-1205.5	-454.22	192.92	-1024.7	-415.22	1396.2	-1318.7	-607.28	938.87	-1377.7	-352.04	1259.7	-910.61	-331.33	1413.8	-1497.7	-325.7	965.82	-1453	-368.6	1160.4	-1170.4	-517.75	820.05	-1260.2	-538.9	137.71	-1098.6	-407.51	519.05	-1155.9	-378.65	86.321	-1152.8	-406.04	404.56	-1053.9	-358.63	1297.8	-1143.2	-432.64	731.82	-1078.8	-387.4	94.641	-1199.3	-336.27	1302.4	-1402.4	-324.31	1011.4	-1508.9	-348.23	1080.9	-1557	-1085.9	198.12	-1046.9	-668.99	1243.4	-955.25	-542.19	1412.5	-1251	-767.53	938.35	-764.06	-703.31	999.62	-817.01	-423.37	1429.4	-710.93	-419.04	1108.5	-723.93	-541.06	1037.4	-1085.8	-767.44	782.95	-1658	-1053.8	190.75	-1336.6	-956.81	457.52	-1529.9	-1125.6	50.18	-1465.8	-1044.7	320.58	-897.96	-601.47	1300	-1222.9	-898.31	556.06	-1462.7	-1062.7	24.527	-835.13	-654.86	1232.2	-750.71	-516.71	1124.9	-723.85	-453.62	1013.3	-973.62	-473.72	993.56	-1157.4	-649.14	1186.1
111	0.9167	-1028.6	-522.69	1323.7	-917.11	-419.47	1181	-1160.6	-420.34	176.71	-1003.3	-389.4	1400.9	-1293	-593.15	945.89	-1360.4	-340.17	1253	-889.38	-305.59	1418.7	-1458.8	-304.72	952.91	-1428.3	-355.6	1147.6	-1148.9	-495.56	826.03	-1209.3	-503.02	113.53	-1083.8	-384.2	514.46	-1101.3	-341.3	74.361	-1129.3	-377.78	393.38	-1035.9	-335.32	1299.4	-1126.8	-409.94	733.73	-1026.1	-351.35	91.521	-1183.2	-316.08	1300.5	-1367.4	-305.24	1004.6	-1478.2	-334.19	1064.3	-1538.2	-1069.6	214.33	-1021.5	-646.45	1249.9	-934.01	-516.54	1417.6	-1219	-750.71	942.33	-743.17	-690.83	1006.8	-795.52	-397.72	1433.7	-699.49	-394.51	1090.7	-703.48	-521.3	1036	-1056.2	-743.26	785.64	-1635.9	-1033.2	215.02	-1307.6	-934.97	462.63	-1530	-1119.3	63.961	-1441.9	-1026.1	331.76	-873.35	-576.68	1304.3	-1193.2	-875.08	558.48	-1468.5	-1063.9	20.194	-811.21	-631.89	1237.9	-734.51	-492.79	1118.4	-711.02	-438.8	1001.5	-951	-450.84	998.5	-1130.3	-629.73	1191.2
112	0.9250	-1006.1	-499.55	1327.5	-896.05	-395.81	1186.4	-1119.2	-389.83	162.41	-981.86	-364.09	1405.3	-1267.1	-578.5	952.04	-1343.1	-326.91	1240.9	-868.23	-279.85	1423.7	-1415.9	-283.14	936.27	-1401.8	-340.78	1129.6	-1127.7	-473.46	831.57	-1162.9	-471.56	94.554	-1070.4	-362.53	507.26	-1054.7	-308.45	65.434	-1106.8	-351.35	381.6	-1018.8	-312.44	1299.8	-1110.6	-387.4	733.64	-980.9	-317.98	88.921	-1168	-296.06	1296.4	-1329.6	-286.09	994.42	-1444.7	-318.42	1042.7	-1516.2	-1052.3	231.66	-996.42	-623.57	1256	-912.69	-491.14	1421.4	-1186.7	-732.86	946.15	-725.15	-679.82	1012.9	-774.11	-372.76	1437.9	-688.05	-372.58	1067.6	-693.95	-509.26	1022.8	-1026.5	-718.65	788.33	-1610.1	-1013.5	241.72	-1275.1	-910.79	464.62	-1526.6	-1107.8	83.201	-1414.6	-1005.8	342.34	-847.61	-552.76	1307.7	-1160.2	-849.08	558.31	-1476.6	-1066.5	15.08	-787.37	-609.88	1242.1	-717.52	-470.34	1106.8	-699.58	-428.05	983.33	-928.12	-428.57	1004.1	-1104.3	-609.71	1196.1
113	0.9333	-983.76	-476.5	1331.1	-874.13	-372.15	1191.9	-1083.9	-363.57	151.15	-960.62	-339.56	1409.3	-1241.3	-563.08	956.98	-1325.4	-311.92	1224.1	-847.09	-255.5	1427.9	-1368.7	-260.78	916.94	-1373.1	-324.83	1107.3	-1106.7	-451.8	836.86	-1123.9	-445.73	80.687	-1058.1	-341.9	499.46	-1017.6	-280.37	57.98	-1085.9	-327.69	370.68	-1002.2	-289.64	1299.6	-1095.3	-365.39	731.99	-944.41	-288.26	85.541	-1153.4	-276.99	1289.3	-1288.8	-266.16	981.25	-1408	-301.26	1017.3	-1490.3	-1034	249.52	-971.37	-600.78	1261.7	-891.89	-466.44	1424.6	-1155	-714.4	949.44	-708.94	-669.25	1018.4	-753.23	-348.23	1441.6	-676.35	-354.12	1039.6	-680.77	-497.73	1008.6	-997.2	-692.73	789.8	-1581.4	-996.85	271.1	-1238.7	-883.75	463.58	-1519	-1089.1	105.47	-1383.6	-983.5	352.3	-821.52	-529.45	1310.7	-1125	-819.87	555.71	-1502.4	-1054.7	14.3	-763.8	-587.95	1245.4	-699.84	-449.8	1089.8	-689.35	-420.77	961.49	-904.89	-406.73	1009.4	-1079.1	-589.6	1200.6
114	0.9417	-961.49	-453.36	1334.2	-852.37	-349.27	1196.6	-1056.6	-342.77	142.91	-939.91	-315.56	1413	-1215.7	-547.04	960.62	-1306.6	-295.54	1202.7	-826.2	-231.66	1431.6	-1318.4	-237.12	896.31	-1341.6	-307.58	1081.3	-1084.8	-430.3	840.85	-1093	-426.4	71.414	-1045.4	-322.58	492.36	-990.26	-258.18	50.18	-1068.1	-307.76	362.36	-986.1	-267.46	1299.1	-1080.4	-343.72	729.39	-917.81	-263.82	81.034	-1139.3	-258.1	1279.2	-1245.8	-245.44	966.34	-1367.6	-282.02	989.05	-1461.3	-1014.3	268.15	-946.67	-578.16	1267.3	-871.18	-442.61	1427.4	-1124	-695.16	951.69	-694.12	-658.24	1023.9	-732.77	-324.48	1445	-664.91	-341.82	1002.2	-667.6	-488.28	992.43	-968.51	-666.13	790.75	-1550.4	-984.2	303.25	-1198.9	-852.98	458.82	-1506.8	-1065.6	128.18	-1347.9	-958.89	361.06	-795.95	-506.05	1312.8	-1088.8	-788.41	551.03	-1511.6	-1024.1	34.58	-740.49	-566.2	1247.6	-682.16	-431	1067.5	-680.17	-417.22	937.91	-881.06	-384.46	1014.3	-1054.7	-569.14	1204.3
115	0.9500	-939.65	-430.91	1336.6	-831.4	-327.26	1200.6	-1037.6	-328.47	137.19	-919.63	-291.9	1416.2	-1190.1	-531.18	962.96	-1286	-278.12	1177.2	-806.09	-207.74	1434.3	-1264.8	-212.6	875.08	-1307.6	-288.86	1052.9	-1062.4	-409.5	843.53	-1070	-413.84	66.387	-1032.1	-305.5	486.64	-973.88	-243.02	41.6	-1053.8	-292.94	356.55	-970.5	-245.96	1297.9	-1065.6	-321.88	725.58	-901.95	-244.58	74.101	-1125.2	-239.38	1266.4	-1200.2	-224.04	951	-1323.6	-260.44	958.97	-1429.8	-992.08	288.17	-922.57	-555.19	1272	-850.29	-419.3	1429.9	-1093.2	-675.57	952.3	-680.77	-646.89	1029.2	-712.23	-300.82	1447.6	-653.73	-335.06	962.96	-656.94	-481.78	973.97	-939.47	-640.13	791.71	-1516.7	-971.45	336.1	-1156.7	-818.66	450.76	-1489.1	-1040.1	152.1	-1308.5	-931.24	367.99	-770.91	-482.74	1314.4	-1051.5	-754.87	544.79	-1501.8	-985.24	65.434	-717.43	-544.53	1249.2	-665.17	-414.7	1041.1	-672.11	-418.69	912	-856.79	-362.7	1018.3	-1030.6	-548.69	1207.2
116	0.9583	-918.33	-409.16	1338.4	-810.77	-305.42	1204.2	-1026.1	-319.89	132.43	-899.61	-269.1	1418.7	-1164	-515.24	963.91	-1263.2	-259.66	1148.6	-786.42	-184.34	1436.7	-1208	-187.29	854.37	-1270.8	-268.41	1022.8	-1039.4	-388.27	845.79	-1053.9	-407.94	63.701	-1019.1	-290.94	481.96	-968.25	-233.66	33.02	-1043	-283.06	351.78	-955.16	-225.42	1295.6	-1050.4	-300.48	720.73	-895.79	-229.15	64.134	-1110.6	-220.66	1251	-1152.2	-201.59	935.57	-1276.1	-237.38	928.55	-1395.3	-966.69	309.06	-899	-532.31	1275.7	-830.19	-396.16	1432.4	-1062.6	-656.16	951.87	-669.51	-635.19	1034.7	-691.87	-277.68	1449.4	-643.68	-333.32	921.97	-647.15	-478.4	954.38	-909.05	-614.13	792.57	-1479.1	-952.82	367.21	-1113.9	-782.17	440.62	-1465.5	-1014.6	178.62	-1267.3	-900.91	373.1	-746.64	-459.34	1315.4	-1013.9	-719.6	537.51	-1489.9	-949.96	98.281	-695.85	-523.38	1251.4	-649.66	-401.96	1012.4	-665.61	-425.19	885.48	-832.96	-341.38	1021.5	-1006.9	-528.15	1209.4
117	0.9667	-897.7	-387.84	1339.7	-790.67	-283.58	1207	-1020.2	-315.9	128.35	-879.67	-246.48	1421	-1137.6	-499.2	963.57	-1238.1	-239.72	1117.1	-766.57	-161.72	1438.6	-1148.3	-161.11	834.61	-1231	-245.96	991.48	-1017.6	-366.69	847.09	-1044.8	-406.64	62.574	-1007.2	-278.38	477.28	-970.15	-228.28	26.174	-1034.5	-276.12	347.54	-939.91	-205.66	1292	-1034.5	-279.94	715.7	-896.14	-218.06	53.647	-1095.1	-201.94	1233.7	-1102.3	-178.79	920.84	-1225	-212.16	898.57	-1356.8	-938.26	329.16	-876.64	-510.21	1278.6	-809.99	-373.45	1434.8	-1032.5	-637.09	950.31	-658.76	-622.19	1040.2	-672.11	-255.32	1451.2	-633.28	-339.65	880.63	-637.35	-478.58	936.18	-877.68	-588.65	792.92	-1436.9	-925.95	395.12	-1071.3	-744.39	430.13	-1436.3	-991.13	207.48	-1225	-868.23	377.35	-724.19	-436.54	1316.5	-976.57	-683.72	530.06	-1467.2	-935.14	125.32	-675.66	-502.67	1253.6	-636.4	-394.08	982.64	-660.41	-436.02	861.13	-810.34	-319.63	1023.6	-983.59	-508.22	1210.6
118	0.9750	-877.68	-366.69	1340.1	-771.43	-262	1209.1	-1018.5	-315.21	125.23	-859.74	-223.86	1423.1	-1111.1	-482.65	962.09	-1210	-219.01	1083.3	-746.38	-139.71	1440.5	-1086.4	-134.25	815.97	-1187.8	-221.96	959.49	-996.85	-345.54	847.09	-1042	-407.08	61.967	-995.55	-266.68	471.56	-973.19	-226.46	22.62	-1028	-269.71	343.81	-925.09	-185.99	1287.2	-1017.8	-260.7	710.24	-896.05	-215.37	46.8	-1078.7	-183.13	1214.1	-1050.7	-155.65	907.58	-1170.2	-185.29	869.19	-1315.2	-908.19	349.27	-855.93	-489.24	1281.4	-789.89	-350.83	1436.9	-1002.7	-617.77	947.01	-647.75	-607.71	1045.3	-652.43	-233.14	1453	-624.18	-353.52	843.1	-628.17	-481.7	919.97	-847.95	-562.04	790.75	-1392.1	-892.85	419.47	-1028.3	-705.56	420.6	-1400.6	-968.94	236.69	-1181.3	-833.74	381.6	-703.65	-414.96	1318	-938.87	-647.41	522.69	-1436	-920.58	152.19	-656.42	-482.74	1256.1	-624.87	-390.78	952.13	-655.99	-450.84	839.72	-787.2	-297.53	1025.1	-960.45	-488.54	1209.8
119	0.9833	-858.79	-345.54	1339.9	-751.75	-240.85	1210.8	-1018.9	-315.38	123.07	-839.72	-201.5	1425	-1084.8	-465.32	959.41	-1178.2	-196.65	1048.1	-725.67	-117.95	1442.4	-1021.5	-107.29	800.55	-1140.7	-196.91	928.12	-974.49	-324.22	846.83	-1042	-407.51	61.881	-983.33	-254.8	465.58	-974.49	-226.46	22.1	-1021.1	-262.52	340.17	-910.53	-166.57	1281.7	-1001	-242.5	703.91	-893.71	-218.58	44.2	-1060.9	-163.89	1192.5	-997.46	-131.99	895.53	-1111.9	-158.34	841.8	-1270.5	-877.07	369.55	-835.73	-468.52	1282.6	-770.3	-328.56	1438.7	-972.84	-597.92	942.42	-636.49	-592.46	1049.7	-632.5	-211.21	1454.4	-615.69	-378.22	809.82	-619.93	-486.2	905.59	-820.91	-530.92	785.12	-1346.1	-858.01	440.62	-984.63	-666.21	412.54	-1357	-945.63	263.04	-1136.3	-798.38	387.84	-684.5	-394.51	1319.6	-900.3	-611.27	515.5	-1394	-904.37	176.45	-637.7	-463.67	1258.5	-614.73	-391.56	922.14	-651.57	-468.61	821.87	-763.37	-275.43	1026.4	-937.05	-468.52	1207.3
120	0.9917	-840.93	-324.48	1338.5	-731.13	-219.36	1212.4	-1018.1	-314.34	121.33	-819.44	-178.88	1427	-1058.9	-447.72	956.03	-1141.8	-172.38	1011.7	-704.43	-96.634	1444.1	-954.55	-79.214	790.93	-1089.6	-170.73	898.57	-951.09	-302.82	846.13	-1041.9	-407.42	62.314	-970.59	-241.98	459.51	-975.01	-226.2	22.014	-1012.6	-252.38	335.75	-896.14	-147.85	1275.6	-984.37	-224.82	696.55	-891.98	-219.7	42.467	-1041.2	-144.13	1169.5	-942.51	-107.64	885.65	-1049.8	-130.52	817.62	-1222.1	-844.14	387.32	-816.41	-447.81	1281.9	-751.58	-306.8	1440.2	-942.85	-577.98	936.79	-624.27	-576.68	1053.8	-612.48	-190.75	1455.5	-607.02	-404.39	783.13	-611.87	-492.27	893.89	-792.66	-504.75	782.69	-1298.5	-824.12	458.38	-940.95	-627.04	407.16	-1306	-919.63	284.18	-1090	-762.15	396.33	-665.69	-374.92	1321.1	-860.87	-575.47	508.65	-1343.6	-884.44	196.22	-619.76	-445.64	1260.8	-606.67	-396.24	894.84	-646.19	-488.28	807.22	-739.36	-253.33	1027.2	-913.73	-448.5	1203.7
121	1.0000	-823.6	-303.86	1336.2	-710.07	-197.52	1213.4	-1014.5	-311.66	119.34	-799.42	-156.17	1428.8	-1033.2	-430.13	953.08	-1100	-147.07	975.18	-682.85	-76.007	1445.4	-885.91	-50.18	786.77	-1034	-143.35	871.35	-930.03	-282.02	843.71	-1041	-407.25	63.441	-958.45	-227.94	452.75	-975.09	-225.86	21.32	-1001.6	-239.38	329.34	-881.84	-129.74	1268.9	-967.73	-207.14	687.88	-890.59	-218.14	41.167	-1019.3	-124.37	1146	-885.65	-82.854	879.07	-984.02	-100.79	797.95	-1170.4	-810.08	401.79	-798.12	-427.79	1279.9	-733.64	-285.4	1441.2	-913.21	-558.31	930.03	-611.01	-561.34	1057.3	-592.11	-171.43	1456.1	-599.22	-430.82	765.1	-603.12	-499.55	886	-764.32	-477.54	779.92	-1247.7	-790.75	472.08	-896.49	-588.13	404.48	-1249.7	-891.46	300.39	-1042	-724.11	405.6	-646.97	-356.55	1322.3	-821.17	-539.85	502.58	-1287.7	-861.04	211.21	-602.69	-428.31	1263.1	-600.17	-403.78	870.49	-637.01	-509.17	803.84	-715.35	-231.58	1026.5	-891.29	-429.35	1199.5
122	1.0083	-806.18	-284.44	1332.8	-689.09	-175.85	1213.4	-1010	-310.36	117.87	-779.23	-133.73	1430.5	-1007.8	-412.28	951.09	-1052.7	-121.07	941.47	-660.67	-55.987	1446.1	-816.49	-20.8	788.15	-974.23	-114.23	847.78	-909.66	-261.13	840.76	-1039	-408.2	64.914	-946.67	-213.81	445.64	-975.09	-226.72	21.32	-990	-227.68	322.32	-867.02	-111.71	1262.1	-951.09	-189.89	679.39	-889.47	-217.1	40.647	-993.82	-103.91	1122.7	-827.24	-57.2	877.16	-915.21	-70.547	783.82	-1116.3	-775.67	413.06	-780.53	-408.38	1277.4	-715.44	-263.99	1441.5	-883.92	-539.07	922.49	-597.14	-548.26	1061.4	-571.74	-152.62	1455.5	-593.24	-456.65	752.27	-593.33	-506.74	883.4	-736.93	-449.98	776.54	-1194.6	-757.82	482.22	-850.9	-548.86	403.09	-1189.1	-861.91	312.44	-991.65	-684.24	413.49	-628.51	-338.78	1322.2	-781.22	-504.49	498.16	-1227	-835.39	222.13	-585.61	-410.63	1265.1	-594.89	-414.36	854.54	-626.35	-530.06	800.63	-690.57	-209.48	1024.9	-869.79	-410.54	1194.4
123	1.0167	-787.89	-265.2	1328.4	-667.95	-154.53	1212.4	-1006	-311.14	117.61	-758.6	-111.97	1431.7	-982.55	-394.94	949.35	-999.97	-93.861	913.04	-638.65	-36.054	1446.8	-748.03	9.2734	795.78	-910.79	-83.981	830.36	-888.43	-239.64	838.68	-1036.2	-409.85	66.647	-935.14	-201.16	438.97	-975.18	-228.11	22.1	-980.73	-220.22	317.12	-850.81	-93.167	1255.7	-934.71	-174.11	672.8	-889.12	-216.58	40.734	-964.61	-82.854	1101.6	-769.26	-30.94	880.63	-844.57	-39	776.37	-1059.8	-740.49	420.6	-763.02	-388.88	1274.4	-696.55	-242.67	1440.5	-855.06	-519.74	915.38	-582.75	-537.77	1067.7	-551.38	-134.16	1453.9	-584.83	-478.58	753.49	-583.01	-514.02	886.52	-710.41	-422.85	773.51	-1140.5	-725.49	488.63	-804.53	-508.65	403.26	-1124.9	-830.97	320.5	-938.95	-643.68	419.47	-610.14	-320.15	1320.8	-740.49	-469.22	496.43	-1162.1	-807.74	228.8	-567.93	-392.34	1266.1	-589.69	-425.45	849.25	-616.12	-547.91	809.65	-665.09	-185.99	1023.7	-848.82	-391.74	1188.6
124	1.0250	-769.26	-245.18	1324.2	-646.02	-133.47	1210.6	-1003.2	-312.18	118.04	-737.54	-90.914	1431.7	-957.41	-377.78	947.88	-943.37	-65.607	890.42	-617.07	-16.38	1447.2	-680.95	39.867	810.34	-845.27	-53.82	820.91	-867.8	-217.97	836.43	-1033.5	-411.58	68.641	-924.48	-191.45	433.6	-975.27	-228.98	22.707	-973.53	-215.63	314	-832.7	-73.841	1249.7	-918.33	-159.55	668.12	-888.95	-216.24	40.82	-932.37	-62.314	1083.6	-711.89	-4.0734	889.99	-773.33	-6.4134	777.23	-1001.4	-704.35	424.5	-744.99	-368.77	1270.7	-677.13	-222.3	1438.4	-826.63	-500.24	909.75	-567.58	-529.88	1077.8	-530.58	-115.53	1451.9	-577.29	-497.38	759.73	-572.7	-521.04	894.41	-684.41	-396.42	771.6	-1085.9	-693.25	490.97	-756.78	-467.31	405	-1057.3	-798.03	324.48	-884.79	-603.21	424.24	-591.25	-299.61	1318.6	-698.97	-433.77	497.64	-1092.4	-777.32	230.71	-548.78	-373.54	1267	-582.66	-436.46	849.51	-607.02	-562.82	822.3	-640.21	-162.15	1022	-827.67	-372.41	1183.3
125	1.0333	-749.59	-224.47	1320.5	-623.31	-112.58	1208.4	-1001.1	-312.96	118.04	-715.87	-70.287	1430.6	-932.19	-360.02	946.15	-885.65	-37.7	874.21	-595.41	2.9467	1447.1	-615.69	70.114	832.18	-779.57	-24.354	819.09	-847.95	-197.34	832.01	-1031	-413.32	70.461	-915.38	-184.6	428.74	-975.27	-229.67	22.967	-967.47	-212.42	311.92	-811.99	-52.867	1244	-901.77	-145.34	663.27	-888.86	-216.06	40.907	-897.35	-41.774	1068.8	-655.73	22.534	905.59	-702.61	24.267	786.16	-942.33	-668.21	425.97	-725.15	-348.14	1267.3	-657.03	-202.46	1435.6	-798.55	-479.96	905.67	-551.72	-523.38	1091.7	-509.08	-96.547	1449.7	-569.75	-511.94	772.03	-561.6	-527.63	907.32	-658.67	-370.68	771.43	-1031	-661.36	489.32	-707.21	-425.1	407.86	-987.14	-762.15	324.22	-829.41	-563.25	427.44	-570.96	-278.38	1316	-657.46	-397.28	500.68	-1018	-743.87	228.8	-528.58	-354.64	1267.9	-572.61	-444.95	856.79	-598.35	-573.3	839.72	-616.29	-139.1	1019.6	-806.01	-351.7	1179
